lote_composto,Grandeza,Idade,Data,Referencia_kwh,Consumo_automatico_kwh,Relacao_auto,Consumo_manual_kwh,Relacao_manual,Mortalidade_un,Mortalidade_percent,Referencia_percent,Relacao_mortalidade,Referencia_kg,Consumo_automatico_kg,Consumo_manual_kg,GMD_automatico_g,GMD_manual_g
1283_20,ConsumoRacao,18,2025-11-11T03:00:00,,,,,,,,,,4445.789,4648.81494140625,4474.090803392914,,
1283_20,ConsumoRacao,17,2025-11-10T03:00:00,,,,,,,,,,3930.108,4426.8193359375,4191.802588357457,,
1283_20,ConsumoRacao,16,2025-11-09T03:00:00,,,,,,,,,,3673.105,4516.0029296875,3705.581175526436,,
1283_20,ConsumoRacao,15,2025-11-08T03:00:00,,,,,,,,,,3373.422,4114.0302734375,3464.1408554006325,,
1283_20,ConsumoRacao,14,2025-11-07T03:00:00,,,,,,,,,,3203.83,3815.700927734375,3182.239962658587,,
1283_20,ConsumoRacao,13,2025-11-06T03:00:00,,,,,,,,,,3120.264,3702.412353515625,3021.977117847525,,
1283_20,ConsumoRacao,12,2025-11-05T03:00:00,,,,,,,,,,2776.064,3098.8291015625,2946.273043700975,,
1283_20,ConsumoRacao,11,2025-11-04T03:00:00,,,,,,,,,,2475.225,3468.819580078125,2618.9093721786444,,
1283_20,ConsumoRacao,10,2025-11-03T03:00:00,,,,,,,,,,2172.7,3551.44,2334.023930280321,,
1283_20,ConsumoRacao,9,2025-11-02T03:00:00,,,,,,,,,,1869.468,3116.87,2048.4260415357244,,
1283_20,ConsumoRacao,8,2025-11-01T03:00:00,,,,,,,,,,1609.574,2682.11,1762.6999877499995,,
1283_20,ConsumoRacao,7,2025-10-31T03:00:00,,,,,,,,,,1523.585,2309.4,1517.7530344033214,,
1283_20,ConsumoRacao,6,2025-10-30T03:00:00,,,,,,,,,,1351.104,2187.23,1437.4604633063714,,
1283_20,ConsumoRacao,5,2025-10-29T03:00:00,,,,,,,,,,1178.577,1940.24,1275.1366115471628,,
1283_20,ConsumoRacao,4,2025-10-28T03:00:00,,,,,,,,,,1005.238,1692.02,1113.9106441476206,,
1283_20,ConsumoRacao,3,2025-10-27T03:00:00,,,,,,,,,,919.401,1443.82,948.8868450146398,,
1283_20,ConsumoRacao,2,2025-10-26T03:00:00,,,,,,,,,,745.042,1319.63,869.1455720725438,,
1283_20,ConsumoRacao,1,2025-10-25T03:00:00,,,,,,,,,,570.973,1070.58,703.5940345349164,,
1283_20,ConsumoRacao,0,2025-10-24T03:00:00,,,,,,,,,,0.0,820.1,538.9735783254869,,
1283_20,ConsumoEnergia,0,2025-10-24T03:00:00,0.0,98.912,,,,,,,,,,,,
1283_20,ConsumoEnergia,1,2025-10-25T03:00:00,87.842,97.868,,,,,,,,,,,,
1283_20,ConsumoEnergia,2,2025-10-26T03:00:00,87.652,110.561,,,,,,,,,,,,
1283_20,ConsumoEnergia,3,2025-10-27T03:00:00,87.562,94.648,,,,,,,,,,,,
1283_20,ConsumoEnergia,4,2025-10-28T03:00:00,87.412,104.714,,,,,,,,,,,,
1283_20,ConsumoEnergia,5,2025-10-29T03:00:00,87.302,123.389,,,,,,,,,,,,
1283_20,ConsumoEnergia,6,2025-10-30T03:00:00,130.752,147.435,,,,,,,,,,,,
1283_20,ConsumoEnergia,7,2025-10-31T03:00:00,130.593,132.106,,,,,,,,,,,,
1283_20,ConsumoEnergia,8,2025-11-01T03:00:00,130.506,152.598,,,,,,,,,,,,
1283_20,ConsumoEnergia,9,2025-11-02T03:00:00,130.428,142.933,,,,,,,,,,,,
1283_20,ConsumoEnergia,10,2025-11-03T03:00:00,130.362,161.51,,,,,,,,,,,,
1283_20,ConsumoEnergia,11,2025-11-04T03:00:00,130.275,129.962,,,,,,,,,,,,
1283_20,ConsumoEnergia,12,2025-11-05T03:00:00,130.128,85.45,,,,,,,,,,,,
1283_20,ConsumoEnergia,13,2025-11-06T03:00:00,130.011,121.336,,,,,,,,,,,,
1283_20,ConsumoEnergia,14,2025-11-07T03:00:00,129.885,98.673,,,,,,,,,,,,
1283_20,ConsumoEnergia,15,2025-11-08T03:00:00,129.747,76.131,,,,,,,,,,,,
1283_20,ConsumoEnergia,16,2025-11-09T03:00:00,172.852,70.709,,,,,,,,,,,,
1283_20,ConsumoEnergia,17,2025-11-10T03:00:00,172.752,15.298,,,,,,,,,,,,
1283_20,ConsumoEnergia,18,2025-11-11T03:00:00,172.652,,,,,,,,,,,,,
1283_20,ConsumoEnergia,19,2025-11-12T03:00:00,215.69,,,,,,,,,,,,,
1283_20,ConsumoEnergia,20,2025-11-13T03:00:00,215.495,,,,,,,,,,,,,
1283_20,ConsumoEnergia,21,2025-11-14T03:00:00,258.36,,,,,,,,,,,,,
1283_20,ConsumoEnergia,22,2025-11-15T03:00:00,257.442,,,,,,,,,,,,,
1283_20,ConsumoEnergia,23,2025-11-16T03:00:00,257.274,,,,,,,,,,,,,
1283_20,ConsumoEnergia,24,2025-11-17T03:00:00,299.817,,,,,,,,,,,,,
1283_20,ConsumoEnergia,25,2025-11-18T03:00:00,299.593,,,,,,,,,,,,,
1283_20,ConsumoEnergia,26,2025-11-19T03:00:00,299.313,,,,,,,,,,,,,
1283_20,ConsumoEnergia,27,2025-11-20T03:00:00,341.952,,,,,,,,,,,,,
1283_20,ConsumoEnergia,28,2025-11-21T03:00:00,341.536,,,,,,,,,,,,,
1283_20,ConsumoEnergia,29,2025-11-22T03:00:00,341.08,,,,,,,,,,,,,
1283_20,ConsumoEnergia,30,2025-11-23T03:00:00,382.248,,,,,,,,,,,,,
1283_20,ConsumoEnergia,31,2025-11-24T03:00:00,380.952,,,,,,,,,,,,,
1283_20,ConsumoEnergia,32,2025-11-25T03:00:00,380.466,,,,,,,,,,,,,
1283_20,ConsumoEnergia,33,2025-11-26T03:00:00,379.71,,,,,,,,,,,,,
1283_20,ConsumoEnergia,34,2025-11-27T03:00:00,378.261,,,,,,,,,,,,,
1283_20,ConsumoEnergia,35,2025-11-28T03:00:00,377.064,,,,,,,,,,,,,
1283_20,ConsumoEnergia,36,2025-11-29T03:00:00,417.42,,,,,,,,,,,,,
1283_20,ConsumoEnergia,37,2025-11-30T03:00:00,415.72,,,,,,,,,,,,,
1283_20,ConsumoEnergia,38,2025-12-01T03:00:00,456.291,,,,,,,,,,,,,
1283_20,ConsumoEnergia,39,2025-12-02T03:00:00,455.466,,,,,,,,,,,,,
1283_20,ConsumoEnergia,40,2025-12-03T03:00:00,454.729,,,,,,,,,,,,,
1283_20,ConsumoEnergia,41,2025-12-04T03:00:00,453.981,,,,,,,,,,,,,
1283_20,ConsumoEnergia,42,2025-12-05T03:00:00,452.815,,,,,,,,,,,,,
1282_20,ConsumoEnergia,42,2025-12-05T03:00:00,463.276,136.562,,,,,,,,,,,,
1282_20,ConsumoEnergia,41,2025-12-04T03:00:00,465.311,287.549,,,,,,,,,,,,
1282_20,ConsumoEnergia,40,2025-12-03T03:00:00,465.817,312.954,,,,,,,,,,,,
1282_20,ConsumoEnergia,39,2025-12-02T03:00:00,466.18,357.31,,,,,,,,,,,,
1282_20,ConsumoEnergia,38,2025-12-01T03:00:00,466.587,297.344,,,,,,,,,,,,
1282_20,ConsumoEnergia,37,2025-11-30T03:00:00,424.69,311.666,,,,,,,,,,,,
1282_20,ConsumoEnergia,36,2025-11-29T03:00:00,425.01,307.213,,,,,,,,,,,,
1282_20,ConsumoEnergia,35,2025-11-28T03:00:00,382.878,295.065,,,,,,,,,,,,
1282_20,ConsumoEnergia,34,2025-11-27T03:00:00,383.085,250.201,,,,,,,,,,,,
1282_20,ConsumoEnergia,33,2025-11-26T03:00:00,383.526,284.769,,,,,,,,,,,,
1282_20,ConsumoEnergia,32,2025-11-25T03:00:00,383.787,242.295,,,,,,,,,,,,
1282_20,ConsumoEnergia,31,2025-11-24T03:00:00,384.003,237.782,,,,,,,,,,,,
1282_20,ConsumoEnergia,30,2025-11-23T03:00:00,384.246,196.95,,,,,,,,,,,,
1282_20,ConsumoEnergia,29,2025-11-22T03:00:00,341.832,263.889,,,,,,,,,,,,
1282_20,ConsumoEnergia,28,2025-11-21T03:00:00,342.168,235.834,,,,,,,,,,,,
1282_20,ConsumoEnergia,27,2025-11-20T03:00:00,342.448,263.011,,,,,,,,,,,,
1282_20,ConsumoEnergia,26,2025-11-19T03:00:00,299.81,235.093,,,,,,,,,,,,
1282_20,ConsumoEnergia,25,2025-11-18T03:00:00,300.062,169.875,,,,,,,,,,,,
1282_20,ConsumoEnergia,24,2025-11-17T03:00:00,300.328,145.441,,,,,,,,,,,,
1282_20,ConsumoEnergia,23,2025-11-16T03:00:00,257.646,220.821,,,,,,,,,,,,
1282_20,ConsumoEnergia,22,2025-11-15T03:00:00,257.82,174.551,,,,,,,,,,,,
1282_20,ConsumoEnergia,21,2025-11-14T03:00:00,258.384,161.716,,,,,,,,,,,,
1282_20,ConsumoEnergia,20,2025-11-13T03:00:00,215.435,145.173,,,,,,,,,,,,
1282_20,ConsumoEnergia,19,2025-11-12T03:00:00,215.56,175.577,,,,,,,,,,,,
1282_20,ConsumoEnergia,18,2025-11-11T03:00:00,172.584,178.536,,,,,,,,,,,,
1282_20,ConsumoEnergia,17,2025-11-10T03:00:00,172.684,124.716,,,,,,,,,,,,
1282_20,ConsumoEnergia,16,2025-11-09T03:00:00,172.9,127.233,,,,,,,,,,,,
1282_20,ConsumoEnergia,15,2025-11-08T03:00:00,129.798,114.15,,,,,,,,,,,,
1282_20,ConsumoEnergia,14,2025-11-07T03:00:00,129.918,136.406,,,,,,,,,,,,
1282_20,ConsumoEnergia,13,2025-11-06T03:00:00,130.029,129.957,,,,,,,,,,,,
1282_20,ConsumoEnergia,12,2025-11-05T03:00:00,130.17,96.712,,,,,,,,,,,,
1282_20,ConsumoEnergia,11,2025-11-04T03:00:00,130.38,154.092,,,,,,,,,,,,
1282_20,ConsumoEnergia,10,2025-11-03T03:00:00,130.488,119.307,,,,,,,,,,,,
1282_20,ConsumoEnergia,9,2025-11-02T03:00:00,130.647,76.533,,,,,,,,,,,,
1282_20,ConsumoEnergia,8,2025-11-01T03:00:00,130.719,77.891,,,,,,,,,,,,
1282_20,ConsumoEnergia,7,2025-10-31T03:00:00,130.827,72.882,,,,,,,,,,,,
1282_20,ConsumoEnergia,6,2025-10-30T03:00:00,130.995,63.574,,,,,,,,,,,,
1282_20,ConsumoEnergia,5,2025-10-29T03:00:00,87.408,46.471,,,,,,,,,,,,
1282_20,ConsumoEnergia,4,2025-10-28T03:00:00,87.494,47.75,,,,,,,,,,,,
1282_20,ConsumoEnergia,3,2025-10-27T03:00:00,87.584,47.866,,,,,,,,,,,,
1282_20,ConsumoEnergia,2,2025-10-26T03:00:00,87.706,33.109,,,,,,,,,,,,
1282_20,ConsumoEnergia,1,2025-10-25T03:00:00,87.832,50.26,,,,,,,,,,,,
1282_20,ConsumoEnergia,0,2025-10-24T03:00:00,0.0,49.322,,,,,,,,,,,,
1282_20,Mortalidade,42,2025-12-05T03:00:00,,,,,,185.0,0.4392629879380758,0.15,,,,,,
1282_20,Mortalidade,41,2025-12-04T03:00:00,,,,,,46.0,0.1087444741259072,0.15,,,,,,
1282_20,Mortalidade,40,2025-12-03T03:00:00,,,,,,33.0,0.0779275981769665,0.15,,,,,,
1282_20,Mortalidade,39,2025-12-02T03:00:00,,,,,,37.0,0.0873053327041057,0.15,,,,,,
1282_20,Mortalidade,38,2025-12-01T03:00:00,,,,,,52.0,0.1225923568380602,0.15,,,,,,
1282_20,Mortalidade,37,2025-11-30T03:00:00,,,,,,32.0,0.0753490781511219,0.15,,,,,,
1282_20,Mortalidade,36,2025-11-29T03:00:00,,,,,,41.0,0.0964683183925084,0.15,,,,,,
1282_20,Mortalidade,35,2025-11-28T03:00:00,,,,,,23.0,0.0540642188895679,0.05,,,,,,
1282_20,Mortalidade,34,2025-11-27T03:00:00,,,,,,49.0,0.1151180547398097,0.05,,,,,,
1282_20,Mortalidade,33,2025-11-26T03:00:00,,,,,,29.0,0.068052752616511,0.05,,,,,,
1282_20,Mortalidade,32,2025-11-25T03:00:00,,,,,,24.0,0.0562812184883802,0.05,,,,,,
1282_20,Mortalidade,31,2025-11-24T03:00:00,,,,,,27.0,0.0632807556190967,0.05,,,,,,
1282_20,Mortalidade,30,2025-11-23T03:00:00,,,,,,35.0,0.0819787323745725,0.05,,,,,,
1282_20,Mortalidade,29,2025-11-22T03:00:00,,,,,,42.0,0.0982938987572842,0.05,,,,,,
1282_20,Mortalidade,28,2025-11-21T03:00:00,,,,,,35.0,0.0818311472726847,0.05,,,,,,
1282_20,Mortalidade,27,2025-11-20T03:00:00,,,,,,24.0,0.0560669065084334,0.05,,,,,,
1282_20,Mortalidade,26,2025-11-19T03:00:00,,,,,,36.0,0.0840532337146859,0.05,,,,,,
1282_20,Mortalidade,25,2025-11-18T03:00:00,,,,,,38.0,0.0886483460084915,0.05,,,,,,
1282_20,Mortalidade,24,2025-11-17T03:00:00,,,,,,37.0,0.0862390453104605,0.05,,,,,,
1282_20,Mortalidade,23,2025-11-16T03:00:00,,,,,,29.0,0.0675345241144826,0.05,,,,,,
1282_20,Mortalidade,22,2025-11-15T03:00:00,,,,,,94.0,0.2187572725157086,0.05,,,,,,
1282_20,Mortalidade,21,2025-11-14T03:00:00,,,,,,23.0,0.0534088798067991,0.05,,,,,,
1282_20,Mortalidade,20,2025-11-13T03:00:00,,,,,,25.0,0.0580221412491006,0.05,,,,,,
1282_20,Mortalidade,19,2025-11-12T03:00:00,,,,,,34.0,0.0788643533123028,0.05,,,,,,
1282_20,Mortalidade,18,2025-11-11T03:00:00,,,,,,25.0,0.0579427988689565,0.05,,,,,,
1282_20,Mortalidade,17,2025-11-10T03:00:00,,,,,,54.0,0.1250839684047161,0.05,,,,,,
1282_20,Mortalidade,16,2025-11-09T03:00:00,,,,,,41.0,0.0948525159051474,0.05,,,,,,
1282_20,Mortalidade,15,2025-11-08T03:00:00,,,,,,40.0,0.0924513474783895,0.05,,,,,,
1282_20,Mortalidade,14,2025-11-07T03:00:00,,,,,,37.0,0.0854385073661848,0.05,,,,,,
1282_20,Mortalidade,13,2025-11-06T03:00:00,,,,,,47.0,0.108437348591468,0.05,,,,,,
1282_20,Mortalidade,12,2025-11-05T03:00:00,,,,,,70.0,0.1613274948144734,0.05,,,,,,
1282_20,Mortalidade,11,2025-11-04T03:00:00,,,,,,36.0,0.082834790612057,0.05,,,,,,
1282_20,Mortalidade,10,2025-11-03T03:00:00,,,,,,53.0,0.1218502850836858,0.05,,,,,,
1282_20,Mortalidade,9,2025-11-02T03:00:00,,,,,,24.0,0.0551103354841672,0.05,,,,,,
1282_20,Mortalidade,8,2025-11-01T03:00:00,,,,,,36.0,0.0826199710830101,0.05,,,,,,
1282_20,Mortalidade,7,2025-10-31T03:00:00,,,,,,56.0,0.1284138595244101,0.15,,,,,,
1282_20,Mortalidade,6,2025-10-30T03:00:00,,,,,,39.0,0.0893163861216077,0.15,,,,,,
1282_20,Mortalidade,5,2025-10-29T03:00:00,,,,,,43.0,0.0983891634632985,0.15,,,,,,
1282_20,Mortalidade,4,2025-10-28T03:00:00,,,,,,45.0,0.1028641964020389,0.15,,,,,,
1282_20,Mortalidade,3,2025-10-27T03:00:00,,,,,,61.0,0.1392948483741322,0.15,,,,,,
1282_20,Mortalidade,2,2025-10-26T03:00:00,,,,,,63.0,0.1436617791257154,0.15,,,,,,
1282_20,Mortalidade,1,2025-10-25T03:00:00,,,,,,79.0,0.1798888787685581,0.15,,,,,,
1282_20,Mortalidade,0,2025-10-24T03:00:00,,,,,,,,0.15,,,,,,
1283_20,Mortalidade,42,2025-12-05T03:00:00,,,,,,106.0,0.2575003036560184,0.15,,,,,,
1283_20,Mortalidade,41,2025-12-04T03:00:00,,,,,,68.0,0.1647646046860992,0.15,,,,,,
1283_20,Mortalidade,40,2025-12-03T03:00:00,,,,,,67.0,0.1620745542949757,0.15,,,,,,
1283_20,Mortalidade,39,2025-12-02T03:00:00,,,,,,75.0,0.1811331691059266,0.15,,,,,,
1283_20,Mortalidade,38,2025-12-01T03:00:00,,,,,,91.0,0.2193775463465201,0.15,,,,,,
1283_20,Mortalidade,37,2025-11-30T03:00:00,,,,,,170.0,0.4089290868854036,0.15,,,,,,
1283_20,Mortalidade,36,2025-11-29T03:00:00,,,,,,154.0,0.3689329691917014,0.15,,,,,,
1283_20,Mortalidade,35,2025-11-28T03:00:00,,,,,,133.0,0.3174527401183883,0.05,,,,,,
1283_20,Mortalidade,34,2025-11-27T03:00:00,,,,,,161.0,0.3830688334245402,0.05,,,,,,
1283_20,Mortalidade,33,2025-11-26T03:00:00,,,,,,84.0,0.1990993126333254,0.05,,,,,,
1283_20,Mortalidade,32,2025-11-25T03:00:00,,,,,,54.0,0.1277380896059043,0.05,,,,,,
1283_20,Mortalidade,31,2025-11-24T03:00:00,,,,,,144.0,0.3402003402003402,0.05,,,,,,
1283_20,Mortalidade,30,2025-11-23T03:00:00,,,,,,163.0,0.3837822565454888,0.05,,,,,,
1283_20,Mortalidade,29,2025-11-22T03:00:00,,,,,,57.0,0.1336929752550721,0.05,,,,,,
1283_20,Mortalidade,28,2025-11-21T03:00:00,,,,,,52.0,0.1218026796589525,0.05,,,,,,
1283_20,Mortalidade,27,2025-11-20T03:00:00,,,,,,15.0,0.0350926445816956,0.05,,,,,,
1283_20,Mortalidade,26,2025-11-19T03:00:00,,,,,,40.0,0.0935475572394115,0.05,,,,,,
1283_20,Mortalidade,25,2025-11-18T03:00:00,,,,,,32.0,0.0747681020584593,0.05,,,,,,
1283_20,Mortalidade,24,2025-11-17T03:00:00,,,,,,48.0,0.1120683617006373,0.05,,,,,,
1283_20,Mortalidade,23,2025-11-16T03:00:00,,,,,,28.0,0.0653000303178712,0.05,,,,,,
1283_20,Mortalidade,22,2025-11-15T03:00:00,,,,,,153.0,0.3565851725825623,0.05,,,,,,
1283_20,Mortalidade,21,2025-11-14T03:00:00,,,,,,39.0,0.0905712958662331,0.05,,,,,,
1283_20,Mortalidade,20,2025-11-13T03:00:00,,,,,,39.0,0.0904893384997331,0.05,,,,,,
1283_20,Mortalidade,19,2025-11-12T03:00:00,,,,,,25.0,0.0579535444387778,0.05,,,,,,
1283_20,Mortalidade,18,2025-11-11T03:00:00,,,,,,25.0,0.0579199777587285,0.05,,,,,,
1283_20,Mortalidade,17,2025-11-10T03:00:00,,,,,,25.0,0.057886449939798,0.05,,,,,,
1283_20,Mortalidade,16,2025-11-09T03:00:00,,,,,,36.0,0.083308263716937,0.05,,,,,,
1283_20,Mortalidade,15,2025-11-08T03:00:00,,,,,,46.0,0.10636084071308,0.05,,,,,,
1283_20,Mortalidade,14,2025-11-07T03:00:00,,,,,,42.0,0.0970088924818108,0.05,,,,,,
1283_20,Mortalidade,13,2025-11-06T03:00:00,,,,,,39.0,0.0899923852597087,0.05,,,,,,
1283_20,Mortalidade,12,2025-11-05T03:00:00,,,,,,49.0,0.1129656953153817,0.05,,,,,,
1283_20,Mortalidade,11,2025-11-04T03:00:00,,,,,,29.0,0.0667818077144502,0.05,,,,,,
1283_20,Mortalidade,10,2025-11-03T03:00:00,,,,,,22.0,0.0506282505638146,0.05,,,,,,
1283_20,Mortalidade,9,2025-11-02T03:00:00,,,,,,26.0,0.0598031097617076,0.05,,,,,,
1283_20,Mortalidade,8,2025-11-01T03:00:00,,,,,,29.0,0.0666636016734862,0.05,,,,,,
1283_20,Mortalidade,7,2025-10-31T03:00:00,,,,,,53.0,0.1217523144425811,0.15,,,,,,
1283_20,Mortalidade,6,2025-10-30T03:00:00,,,,,,67.0,0.1537261380323054,0.15,,,,,,
1283_20,Mortalidade,5,2025-10-29T03:00:00,,,,,,55.0,0.125999404366452,0.15,,,,,,
1283_20,Mortalidade,4,2025-10-28T03:00:00,,,,,,75.0,0.1716011531597492,0.15,,,,,,
1283_20,Mortalidade,3,2025-10-27T03:00:00,,,,,,45.0,0.1027843128297663,0.15,,,,,,
1283_20,Mortalidade,2,2025-10-26T03:00:00,,,,,,95.0,0.2167663031077442,0.15,,,,,,
1283_20,Mortalidade,1,2025-10-25T03:00:00,,,,,,76.0,0.1730379545092324,0.15,,,,,,
1283_20,Mortalidade,0,2025-10-24T03:00:00,,,,,,,,0.15,,,,,,
